shortcode,link,embedding,music_title,music_artist
DH5M7dcyXM6,https://scontent-lax3-2.cdninstagram.com/v/t51.2885-15/487910894_17943080735992309_7908819546175586301_n.jpg?stp=dst-jpg_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjEwODB4ODExLnNkci5mNzU3NjEuZGVmYXVsdF9pbWFnZSJ9&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2QHNJVt-7IRGHMxwdXP07PDic7NZNf3PivLWsk51V-8mifDjE2G329C2Lumj7dnSJ7I&_nc_ohc=t_FlCSgMdyoQ7kNvwEqtQAC&_nc_gid=HI3V6t3VRXzfwsSgpCdLCg&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzYwMDk2NjIwNjUxOTY5MjgyMA%3D%3D.3-ccb7-5&oh=00_AfEsmhDdZlmNrwJUFGKyXhH9f9l_GKUDS22vzbtTQQg7vg&oe=6811EC3F&_nc_sid=fc8dfb,"[0.462747603655, 0.439215272665, 4.40591955185, 1186.92980957, 0.0699751153588, 7.26189756393, 1453.36560059, 16.6418781281, 0.524791717529, 16.6276397705, 3835407.75, 1.12371587753, 0.000180470160558, 0.0078408299014, 0.00141039805021, 0.00135729159229, 0.00103368703276, 0.00357951107435, 0.00181668600999, 0.00267641036771, 0.00188005063683, 0.000756775145419, 0.000602027517743, 0.000559911830351, 0.000428431492765, 0.000423332472565, 0.000364671723219, 0.000269571639365, 0.000203171002795, 0.000192520368728, 0.000213874751353, 0.000168212107383, 0.000145360201714, 9.72147972789e-05, 9.42126644077e-05, 5.9988029534e-05, 5.58772335353e-05, 5.33220663783e-05, 6.13325573795e-06, -694.265686035, 140.98916626, -19.0143108368, 14.5028867722, -11.4978570938, 0.158059701324, -4.46385717392, -3.43190789223, -1.64594519138, -0.152246803045, 1.73058223724, 0.390993058681, 1.93008518219, -54.6712226868, 104.631835938, -132.33303833, 8.53796863556, -57.0471763611, -2.37343645096, -28.4635543823, 2.03752970695, -16.9961051941, 7.17452859879, -9.81306362152, 1.74872517586, -7.3384308815, 118.951812744, 1.15147912502, 3.70373415947, 0.517778635025, 14.9948911667, 1.82467925549, 0.60837572813]",Trapped In My Mind,Kid Cudi
DHnfttjypqr,https://scontent-lax3-2.cdninstagram.com/v/t51.2885-15/485850373_17942329082992309_60400579909779086_n.jpg?stp=dst-jpg_e35_s1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjEyMTh4ODUzLnNkci5mNzU3NjEuZGVmYXVsdF9pbWFnZSJ9&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2QEBz29q-2MH2LrKSfydAY668qD9wSHG4L_2ilwfGGVKevMfmcI8XBX2YkFba61wcws&_nc_ohc=vmOzt5APlTMQ7kNvwElGcgN&_nc_gid=cPjASylt007vHJSDkZXRXQ&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzU5NTk4MjI5MTY4MTgzNTUwMg%3D%3D.3-ccb7-5&oh=00_AfHvHB7xCnUeiRAKcPe6KuMSCpPO8rw8JFF0P3wuhXABuQ&oe=68121391&_nc_sid=fc8dfb,"[0.828243076801, 0.467096686363, 3.47400379181, 2178.56738281, 0.0848924517632, 7.531894207, 2715.82958984, 26.7900981903, 0.506088793278, 16.8788585663, 4981519.0, 0.947721540928, 0.00151052174624, 0.0113812377676, 0.0020541746635, 0.00148710561916, 0.00243995222263, 0.000682406127453, 0.000521200068761, 0.000603664258961, 0.000652543327305, 0.00081831816351, 0.000390844390495, 0.000421280157752, 0.000227484342759, 0.000558702042326, 0.000467077567009, 0.000393088004785, 0.000404970516684, 0.000718201918062, 0.000693402485922, 0.000600213475991, 0.000664749182761, 0.000195218191948, 0.000191317332792, 0.000199569607503, 0.000255677994573, 9.72690759227e-05, 4.80220842292e-06, -680.142089844, 74.0283660889, -14.1965751648, 27.7675933838, -5.6258893013, -12.504067421, 5.31519603729, -6.18720769882, -0.305445671082, 0.250515788794, -7.1810259819, -3.95743632317, -8.55827236176, -38.2909622192, 41.4540634155, -131.669754028, 33.3402709961, -66.0245895386, 0.0406415946782, -39.0245018005, 15.7352762222, -33.1053009033, 4.67994976044, -15.630273819, -3.14248156548, -1.54463589191, 172.265335083, 1.1500531435, 4.36100530624, 0.478290259838, 15.3151168823, 1.86306869984, 0.736382424831]",Just Like Me,Chxrry
DHcmfODONUw,https://scontent-lax3-2.cdninstagram.com/v/t51.2885-15/485178334_17941872968992309_6568166561917522976_n.jpg?stp=dst-jpg_e35_p1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTgwMC5zZHIuZjc1NzYxLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2QHVUTJ7HS62ahEsyi04-2IyXlet-qF9idWT9_ofp6sjPilKaoXo8hyHJbP8ZARMBk8&_nc_ohc=hw-3a0qds8MQ7kNvwGX_7Z6&_nc_gid=4i4kubfgkhrnMN1EEilHxQ&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzU5MjkxNTg2NDMyOTM5NzkzNw%3D%3D.3-ccb7-5&oh=00_AfEDR0f6mFSWsU9aU_Vh8H3WdAsz2lujGSffvQI2_-x0Fw&oe=6811E9C9&_nc_sid=fc8dfb,"[0.872876703739, 0.438493192196, 3.41406106949, 1494.95117188, 0.0891297310591, 7.43324995041, 1967.71484375, 33.9161872864, 0.469251215458, 11.4363546371, 5800799.5, 0.687919855118, 0.00660673389211, 0.0115282535553, 0.00209598778747, 0.00090721185552, 0.00213807006367, 0.00109777459875, 0.000868611095939, 0.00127928692382, 0.000772420607973, 0.00105600093957, 0.00070380960824, 0.000219018998905, 0.000370735448087, 0.000161308911629, 0.000178635935299, 0.000173118736711, 0.000178669928573, 0.000277061655652, 0.000254348036833, 0.000218633053009, 0.000399268203182, 0.000390558852814, 0.00123532267753, 0.000784741772804, 0.000294047844363, 8.52742232382e-05, 1.2831166714e-05, -701.111572266, 117.796905518, 31.1581134796, 14.5311565399, 0.615494430065, 1.08637344837, 7.2103061676, 13.4002323151, -6.81514120102, 5.86962080002, -2.07860016823, 3.79446792603, 1.80350601673, -49.3256072998, 85.1745147705, -87.7501525879, 27.1370983124, -65.0113754272, 19.77602005, -27.3215026855, 12.7569923401, -19.7048511505, -4.02314281464, -2.36657905579, 2.51252388954, -8.00211811066, 142.015029907, 1.13941729069, 5.58224391937, 0.463263034821, 15.2384462357, 1.73065769672, 0.567675709724]","BACKD00R (feat. Kendrick Lamar, Jhené Aiko)",Playboi Carti
DHWD3PnSB6T,https://scontent-lax3-2.cdninstagram.com/v/t51.2885-15/484653301_17941604660992309_3413701132133746297_n.jpg?stp=dst-jpg_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjExMDh4MTA5MC5zZHIuZjc1NzYxLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2QEpJmI2ZLMScjFoxYIlXY_4efPeY0WYA7ajmqwVl2f85rqEkCPNFrbaj0csbCzwHIM&_nc_ohc=HrodcBF-NX0Q7kNvwFpU9Mx&_nc_gid=bGNNptW-T7pvAmDMcwqrRQ&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzU5MTA3NDcyNTg3NzIxMjIzMQ%3D%3D.3-ccb7-5&oh=00_AfE0DceFwBxHLrSxGw5atPN3aReNuUDneuRgo8EOiXQ9EQ&oe=6811F4E8&_nc_sid=fc8dfb,"[0.962823688984, 0.465610265732, 4.62099123001, 1680.72705078, 0.0828635841608, 7.60535526276, 1474.92175293, 23.9712562561, 0.414703994989, 18.3030872345, 5115422.0, 0.969905555248, 0.000702639808878, 0.0248527284712, 0.00367855513468, 0.00298406067304, 0.00121820962522, 0.000494984094985, 0.000446730758995, 0.00052561389748, 0.000318272912409, 0.000470449303975, 0.00108915835153, 0.00148910668213, 0.000912709976546, 0.000875652534887, 0.00153123203199, 0.000489124387968, 0.000486363918753, 0.000224036935833, 0.000312069285428, 0.000205354663194, 0.000285407732008, 0.000203078234335, 0.000109000851808, 9.27755536395e-05, 0.000116976305435, 5.11032994837e-05, 5.83261171414e-05, -658.465332031, 95.9551391602, -4.69816684723, 30.2218284607, 23.4848747253, 27.2186546326, 14.9171562195, 9.22822189331, 3.22157526016, 1.67449474335, -0.394222944975, 0.532404243946, 2.56087207794, -9.57933998108, 57.9828186035, -97.8827285767, 38.5106582642, -19.212474823, 24.9973316193, -22.6067409515, 1.04432451725, -21.1338863373, 2.41056227684, -11.2698259354, 2.92992138863, -7.00067615509, 120.43547821, 1.61119961739, 3.64284706116, 0.538812160492, 16.7041397095, 1.62604045868, 0.735936522484]",On Melancholy Hill,Gorillaz
DHGGu-nNJgp,https://scontent-lax3-2.cdninstagram.com/v/t51.2885-15/484004522_17940870218992309_6069401996048448253_n.jpg?se=-1&stp=dst-jpegr_e35_p1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTgwMC5oZHIuZjc1NzYxLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2QHDk_IZivppiVo1DbuAPvU_CyduUPPfCih4LkTf5dRaMindPJV5a_qU0vhD3w4GdN8&_nc_ohc=zIJgfXxiC2gQ7kNvwHsjw6i&_nc_gid=c8bq1mvqlf-pd0E7NnCrvg&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzU4NjU4Mzc1MzUzNjA5MDAzMw%3D%3D.3-ccb7-5&oh=00_AfH_eSPDmbq1MljTLEc5wUKpRmzSmLyP_hP1_9HTRy7wjw&oe=6811F687&_nc_sid=fc8dfb,"[0.880171060562, 0.38988623023, 4.0954003334, 425.854400635, 0.0617735944688, 6.08752822876, 479.625976562, 11.3641052246, 0.542911231518, 9.73404121399, 2594067.75, 0.758406281471, 0.000195676024305, 0.00890719890594, 0.00517151039094, 0.00319789233617, 0.00714403158054, 0.00338880578056, 0.00269757723436, 0.00190927262884, 0.00152302964125, 0.00088369322475, 0.000359948462574, 0.000196051623789, 0.000258811516687, 0.000224929215619, 0.000143301775097, 5.55545484531e-05, 3.82505459129e-05, 3.89314700442e-05, 2.95948520943e-05, 1.77504352905e-05, 1.80148163054e-05, 1.9515529857e-05, 1.41334576256e-05, 1.619269824e-05, 1.92307725229e-05, 8.6546260718e-06, 8.09421521808e-07, -769.912658691, 214.058792114, 31.8966960907, 13.8064212799, 8.0601682663, -2.19343280792, -2.76178097725, -2.78474783897, -6.91711378098, -2.51645970345, -0.761340916157, -4.66886949539, -3.83775424957, -107.067909241, 173.387771606, -70.7074813843, -0.670053482056, -49.2220306396, -1.59192025661, -36.7909584045, -2.52495408058, -20.6286430359, -6.72977828979, -9.52592754364, -8.60637569427, -8.90299034119, 147.739486694, 1.05198442936, 2.41574716568, 0.531513035297, 15.0786743164, 1.72630226612, 0.771088719368]",Come Back to Earth,Mac Miller
DG3m4CgukMa,https://scontent-lax3-2.cdninstagram.com/v/t51.2885-15/482936732_17940182282992309_1141953840689100312_n.jpg?stp=dst-jpg_e35_p1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTgwMC5zZHIuZjc1NzYxLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2QHsToauap68rN75tBQ7Gm7HrRud29MHoP5REIPP4mhmHSv8TH5Rz3--lfTEtHdgTJg&_nc_ohc=9jyxaic2M2gQ7kNvwFTv-t7&_nc_gid=8p4N5jlL1yMw1xDJ6uXLew&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzU4MjUwMjk5NTQyNzQwNjY0NQ%3D%3D.3-ccb7-5&oh=00_AfHVB5NxTpUxdURZT-HIHDK5m1Xwz2EN2jm5LB2ViM5SXg&oe=6812157F&_nc_sid=fc8dfb,"[0.914757490158, 0.423297852278, 5.73309469223, 1150.14746094, 0.0905543640256, 7.15858602524, 1749.40856934, 17.4500637054, 0.588797092438, 10.1339445114, 5025224.0, 0.826253414154, 0.000101694633486, 0.00554272066802, 0.00350398290902, 0.0032809143886, 0.00313246808946, 0.00300118234009, 0.00177234364673, 0.00145169964526, 0.000958463817369, 0.00029655781691, 0.000347314664396, 0.000505599367898, 0.000280143227428, 0.000111324006866, 0.00016814841365, 0.000174041662831, 0.000190323786228, 6.5368207288e-05, 0.000112766312668, 0.000199142566998, 0.000215477644815, 0.000253209320363, 0.000227195370826, 0.000173230742803, 0.000112636538688, 6.8288318289e-05, 9.67009509623e-06, -728.212280273, 119.094848633, 24.9428482056, 17.880147934, -6.87123441696, -11.3841428757, -15.8364953995, -3.65416717529, -2.47974348068, -3.56732916832, -5.36126852036, -0.145641878247, 0.528296232224, -79.0482025146, 83.7564697266, -94.9588088989, 19.3130874634, -76.1621856689, -5.296479702, -44.6278610229, 5.21099662781, -19.2597827911, -2.09425497055, -18.8779907227, -2.72756314278, -12.6490983963, 93.4389877319, 1.51627886295, 4.47699689865, 0.468780398369, 15.1669416428, 1.76291549206, 0.584778487682]",Doo Rags,Nas
DGw_vEwNVlZ,https://scontent-lax3-2.cdninstagram.com/v/t51.2885-15/482732953_17939866364992309_2193280752953550863_n.jpg?stp=dst-jpg_e35_p1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTc5Ny5zZHIuZjc1NzYxLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2QE_pwZXJYPQsmpG6F-EERL_qWpVsMzXufXccFdQL6J5v66Ch46noyc40AyaQspXRHc&_nc_ohc=fqvKBb-RFh0Q7kNvwHtf6TR&_nc_gid=ULcK7sj9JNzeljx-jEWQOA&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzU4MDY0MjAwNjAxMjQ0OTU2OA%3D%3D.3-ccb7-5&oh=00_AfERWH9GrM2Atd_KHQlfH4B4qN_3IkceGXghDsCS-N0HRA&oe=6811EE00&_nc_sid=fc8dfb,"[0.878977477551, 0.43524441123, 3.16979694366, 1241.09997559, 0.0724910795689, 7.05470705032, 1670.01477051, 21.4672298431, 0.51715362072, 12.8882665634, 4604678.5, 1.59011721611, 0.000181573195732, 0.00158567947801, 0.00190505816136, 0.00133731239475, 0.0060812169686, 0.0034788318444, 0.00140654179268, 0.0011358052725, 0.00125860294793, 0.00221900525503, 0.00146500649862, 0.00091863545822, 0.000429872539826, 0.000614455784671, 0.000469154445454, 0.000326877518091, 0.000473180174595, 0.000282223947579, 0.000311406882247, 0.000211175487493, 0.000127127452288, 0.000119221876957, 0.000105452265416, 0.000116221941425, 0.000116203576908, 3.09628412651e-05, 1.88790477296e-06, -697.900390625, 128.537002563, -16.4807376862, 25.0853996277, -1.20353460312, -12.5843601227, 0.868635654449, -14.7020406723, -5.27667808533, -14.1365156174, -10.3982410431, -11.951874733, -10.351893425, -55.5383720398, 89.7614364624, -124.267272949, 13.7143211365, -58.4432106018, -12.0518836975, -47.0807723999, 0.946097493172, -40.5120506287, -1.07620835304, -18.856426239, -2.37568688393, -1.44642102718, 97.0729370117, 1.11115562916, 4.02165317535, 0.52782523632, 18.5300712585, 1.45133042336, 0.897692143917]",Kataomoi,Aimer
DGuGdLdIEqo,https://scontent-lax3-2.cdninstagram.com/v/t51.2885-15/482512474_17939737307992309_2653575221830986010_n.jpg?stp=dst-jpg_e35_p1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjEyNDR4MTU0OC5zZHIuZjc1NzYxLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2QHUl1A83i7IrcaKoti34NPnAsWgjLMrKlsGfCgYJ9UhwHRcOEQJD1LPmUM-lA6-c2c&_nc_ohc=_i82G8JkioMQ7kNvwFB6QTW&_nc_gid=L-3i-lO1TYul6srSSUCYEA&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzU3OTgyNzEyODA0ODQ2NTUwOQ%3D%3D.3-ccb7-5&oh=00_AfFlIKIx5REx27qzrXFWp-GepUZz198CnA2out7hVp4qpQ&oe=6812175E&_nc_sid=fc8dfb,"[0.970888435841, 0.456038713455, 3.42404294014, 1262.22546387, 0.113941378891, 7.68346881866, 1528.38928223, 26.7257785797, 0.510376989841, 14.7876062393, 6436919.0, 0.584345579147, 0.000422789307777, 0.0121708093211, 0.00627679051831, 0.00344070862047, 0.00385574391112, 0.00184363964945, 0.00245815957896, 0.00116873951629, 0.000810458150227, 0.000517317152116, 0.000377230055165, 0.000374549592379, 0.000362418300938, 0.000398646778194, 0.000389668421121, 0.000381811638363, 0.000320870341966, 0.000157507340191, 0.000365792802768, 0.000185389086255, 0.000204837881029, 0.000340262224199, 0.000604783766903, 0.000324021384586, 0.00023148348555, 7.77547611506e-05, 1.32485201902e-05, -647.997375488, 107.242721558, 37.449546814, 26.6429653168, 9.81059741974, 6.43563365936, -3.59421944618, 3.59492659569, 1.19687736034, 6.59417438507, 1.02308559418, 1.2882463932, 7.45823097229, 6.89589166641, 74.9176559448, -77.2266769409, 39.9029998779, -60.728969574, 17.2187423706, -38.0055847168, 13.3909339905, -15.5047492981, 8.48089408875, -12.2158308029, 4.12703466415, -9.85692310333, 156.429794312, 1.66609489918, 4.82733631134, 0.517768681049, 12.999335289, 2.05969190598, 0.827545821667]",Life Goes On,2Pac
DGkRbomyzni,https://scontent-lax3-2.cdninstagram.com/v/t51.2885-15/481764825_17939266166992309_6871055242970469133_n.jpg?stp=dst-jpg_e35_p1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTgwMC5zZHIuZjc1NzYxLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2QEKDqe0wK-Z0G9Na2W8ckRxCc8gkkhom-x3W81rdtmqaqTyGPlBDvknErD6lYmahAI&_nc_ohc=obF2C1z6z0IQ7kNvwHrnS99&_nc_gid=dTaqUiETaWagIcaCqK4qTg&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzU3NzA2MDY1MDgzMDY4MjI2Nw%3D%3D.3-ccb7-5&oh=00_AfHqBc5huAGoDe3SmBp77vGKAhLr5xPansUdy8SADuFN0A&oe=6811EB45&_nc_sid=fc8dfb,"[0.687194347382, 0.427438139915, 7.33510446548, 1053.21533203, 0.0590768568218, 7.05449771881, 1342.32873535, 14.3904647827, 0.514123439789, 13.0409936905, 4492186.5, 1.00134253502, 0.00013611203758, 0.00307366624475, 0.00328221661039, 0.0017453765031, 0.00204194174148, 0.00422367732972, 0.00181346235331, 0.000482715811813, 0.00143692933489, 0.00120452838019, 0.000698277901392, 0.000485176569782, 0.000332565192366, 0.000357521086698, 0.000312752759783, 0.000362391088856, 0.000362574879546, 0.000164618017152, 0.000167814607266, 0.000144568504766, 9.33287810767e-05, 4.32282831753e-05, 3.40395818057e-05, 4.6759556426e-05, 5.21473957633e-05, 2.73998302873e-05, 5.2426048569e-06, -743.520568848, 137.684509277, 1.4776519537, 18.2765960693, -0.418787956238, -5.85256719589, 1.25486552715, -6.26145792007, -0.885436832905, -1.39131677151, -8.76775550842, 0.556114792824, -0.501368701458, -97.0379180908, 102.16292572, -108.557891846, 11.2440023422, -55.9908332825, -1.12019228935, -35.8049240112, 7.11391782761, -25.7696533203, 3.91121935844, -11.454000473, 0.168455570936, -1.18760251999, 90.0311584473, 0.880427658558, 3.43964910507, 0.509165287018, 18.5539073944, 1.48143661022, 0.880458533764]",Ghost In A Flower,Yorushika
DGXyq7cyWkH,https://scontent-lax3-2.cdninstagram.com/v/t51.2885-15/481141506_17938664654992309_717107084503653544_n.jpg?se=-1&stp=dst-jpegr_e35_s1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTExNS5oZHIuZjc1NzYxLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2QH3QQFGDXZGi2ZZZC7bxDbIEv-PffKl2zKR0ULRx3OmAbeAhfIogVubBCRA_8b_a-g&_nc_ohc=Y7QRz6IwPKYQ7kNvwGDh1K3&_nc_gid=2NSgG1CsOOV6Sd5SV_E94g&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzU3MzU0NzY2MjY0MzMxNzk1OQ%3D%3D.3-ccb7-5&oh=00_AfHMK612hEoY_i3lR7pSIfJaXBGYB7nXcy9-cEOdcEqb7A&oe=6811E81A&_nc_sid=fc8dfb,"[0.722827672958, 0.411818414927, 4.19919252396, 781.544067383, 0.0560140907764, 6.85280132294, 918.587402344, 13.1201581955, 0.497094839811, 10.6119060516, 3933617.5, 1.17250669003, 0.0011525437003, 0.00395067548379, 0.00152768869884, 0.000455382309156, 0.00383240310475, 0.00336705241352, 0.00447559636086, 0.00105252326466, 0.00233393372037, 0.000475662003737, 0.000317500700476, 0.000135116279125, 0.000230165198445, 8.46602852107e-05, 4.61300332972e-05, 5.2060593589e-05, 3.82748803531e-05, 4.19224634243e-05, 6.98962467141e-05, 0.000235167201026, 0.000159593633725, 0.000128500309074, 0.00014157257101, 6.21400540695e-05, 3.20530598401e-05, 1.02082431113e-05, 4.39765699412e-06, -737.33972168, 156.351074219, 12.0321779251, 6.15329122543, -26.2146930695, -9.36817646027, -14.4045181274, -10.597363472, -10.9267873764, -4.91218280792, -2.62319684029, -2.84586000443, -0.110940121114, -91.1932525635, 116.747825623, -109.972969055, -4.41584968567, -83.741859436, -12.5861282349, -34.8097991943, -7.11060905457, -18.9503822327, 1.24726521969, -6.39292621613, -0.829228878021, -4.53873348236, 127.783493042, 1.12981271744, 3.13172006607, 0.609149456024, 18.8591461182, 1.43617343903, 0.699910342693]",Teeth (Interlude),XXXTENTACION
DGSe9cUSNqP,https://scontent-lax3-2.cdninstagram.com/v/t51.2885-15/480942689_17938421297992309_4651282848456159707_n.jpg?stp=dst-jpg_e35_p1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTc5OS5zZHIuZjc1NzYxLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2QH8CBr-9dUZ6INsW-8z_Y5EY8s3gX2KhKuOnjKzBA-2BOE2_Kgqe10xzFRqKp4npTE&_nc_ohc=aAVOb6mD3MwQ7kNvwG5-Pqt&_nc_gid=L2ZNjFSCTIbfQVognLJYTw&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzU3MjA1MzYwMTc4OTA3MDk0Nw%3D%3D.3-ccb7-5&oh=00_AfEkRqwvgSBbj2RyryfV4V-cH17-3EHZZ8pBMxAABAihQQ&oe=6811EAD3&_nc_sid=fc8dfb,"[0.791524291039, 0.443747848272, 4.33469820023, 1118.08459473, 0.0815427154303, 7.45383834839, 1405.15332031, 21.4901428223, 0.549703359604, 14.2761592865, 5854516.0, 0.724810421467, 0.000322587147821, 0.0117135690525, 0.00366441509686, 0.0027217711322, 0.0036674621515, 0.00244846055284, 0.00172434886917, 0.00216087605804, 0.00169939617626, 0.000676695723087, 0.000411429995438, 0.000460095092421, 0.000292863755021, 0.000288845476462, 0.000310447387164, 0.000204108451726, 0.000199622139917, 0.000302425411064, 0.000224480827455, 0.000223314767936, 0.000193242914975, 0.000319670303725, 0.000247046846198, 0.000177612440893, 0.000145298647112, 6.49101712042e-05, 1.03835909613e-05, -663.309814453, 115.020469666, 33.9724578857, 30.2967624664, 0.973926842213, -0.624298989773, -7.79118728638, 5.08567476273, -3.37753605843, 1.91129052639, 3.74976634979, -3.20804452896, 1.13056027889, -13.6366987228, 85.329498291, -83.3330230713, 38.5819015503, -68.2477340698, 7.87312555313, -39.7916030884, 11.3704166412, -19.3490810394, 2.26023411751, -16.3629264832, 0.571561992168, -15.4301214218, 102.015838623, 1.32914042473, 2.8313498497, 0.513189971447, 13.5821828842, 1.91229450703, 0.837378680706]",Dontchange,Musiq
DGEzj7cu42b,https://scontent-lax3-2.cdninstagram.com/v/t51.2885-15/479505072_17937791168992309_4379075530548826967_n.jpg?stp=dst-jpg_e35_p1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTc5Ny5zZHIuZjc1NzYxLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2QFD4fkSzWaM5DEUaqnSmEqftbZTX8UqxZr4sORIkNjSKe38HOLsf8UBMe5JiVFdA9s&_nc_ohc=DtwqOQUnMYoQ7kNvwFTepOF&_nc_gid=Yrr_vMS0hBwCTY5Qx7mx4A&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzU2ODIwMzU2NDE2MzIxODYwMw%3D%3D.3-ccb7-5&oh=00_AfGVKJKfZE1a6BvcoTG3UVfTdJ_atR7nmsdCXL7r7LJmpw&oe=68121043&_nc_sid=fc8dfb,"[0.911576092243, 0.440637886524, 3.70708918571, 1043.61474609, 0.0750548541546, 7.34479236603, 1937.60998535, 32.871006012, 0.52870118618, 12.0015907288, 7330377.0, 0.53327190876, 0.000249357632129, 0.0104818306863, 0.00658623827621, 0.00234579620883, 0.00233790860511, 0.00275059323758, 0.00159079150762, 0.00114859419409, 0.000790749269072, 0.000754071690608, 0.000405509694247, 0.00018504691252, 0.000133300069137, 0.000148239021655, 0.000128485262394, 0.000123709338368, 0.00011017361976, 0.000168544167536, 0.000173705586349, 0.000206070806598, 0.000199206886464, 0.00017021097301, 0.000246757466812, 0.000478739442769, 0.000642597733531, 0.000447547557997, 0.000151597763761, -697.253295898, 130.835021973, 52.1085968018, 20.5053367615, 14.4353170395, -16.8294696808, 10.523024559, 3.78214859962, 1.43633985519, 5.92857551575, 1.08246421814, 0.334018588066, 1.62890172005, -23.0278129578, 77.5290756226, -44.7589759827, 16.6605110168, -52.8913803101, 6.15489625931, -35.430267334, 25.4438304901, -24.2270431519, 2.58204388618, -8.91084289551, -1.88966035843, -11.6886110306, 118.243644714, 1.26210391521, 3.95015597343, 0.516178905964, 14.0196142197, 1.88348579407, 0.599824547768]",act v: there goes another vase,4batz
