shortcode,link,embedding
C9xDPMBSBvL,https://scontent-lax3-2.cdninstagram.com/v/t51.29350-15/452802905_455684160607659_8316076833847634405_n.heic?stp=dst-jpg_e35_p1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTc5OS5zZHIuZjI5MzUwLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2QFTX76dhciH6tchVWLjvjOF49-6nIzbKcsFAWDOlF1be6l3hJysDsNlSvSOJYiDd0A&_nc_ohc=N2VLJC8Rrr4Q7kNvwGYGHxg&_nc_gid=rmTywYm7acbFhf3R2sunig&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzQxODUyNzgxOTQ2OTc0MDAyNw%3D%3D.3-ccb7-5&oh=00_AfH08zE2jx0drC_4hwecKZgcAJFVdmuiHDtGooR4d8BRPw&oe=6807E39C&_nc_sid=fc8dfb,"[0.695285022259, 0.387785792351, 7.56272506714, 784.371032715, 0.0481053069234, 6.45771455765, 1002.2890625, 10.1251220703, 0.533969283104, 7.13707971573, 4033402.75, 1.10798346996, 7.09046071279e-05, 0.00194194156211, 0.00101104204077, 0.000923312734812, 0.00289568514563, 0.00600196747109, 0.00148260372225, 0.00168154714629, 0.00165920320433, 0.00104558840394, 0.000245772855124, 0.000382121070288, 0.000204622294405, 0.000115341099445, 0.000123087258544, 7.08915904397e-05, 4.17184965045e-05, 4.76580462418e-05, 5.16694635735e-05, 4.12786284869e-05, 2.70018626907e-05, 2.88976116281e-05, 3.02078060486e-05, 3.22124215018e-05, 2.56319763139e-05, 5.47096578885e-06, 1.96804919028e-07, -806.592895508, 165.873245239, 38.4563026428, 28.9444141388, -4.79950666428, -12.0787887573, 1.81988358498, -15.1979064941, -2.41841006279, -0.60541331768, -4.86140537262, 0.148603707552, -2.94307088852, -156.384292603, 137.059463501, -78.666053772, 21.9401626587, -73.2425384521, -6.48188781738, -36.8333015442, 4.86403989792, -25.4449748993, 3.31581664085, -5.73682594299, -10.3580389023, 2.32669401169, 172.265655518, 1.04997622967, 3.47782921791, 0.546921432018, 20.3460350037, 1.24557900429, 0.791774690151]"
C9xCthyyH-M,https://scontent-lax3-2.cdninstagram.com/v/t51.29350-15/452562575_888554576650477_3379851810516115294_n.heic?stp=dst-jpg_e35_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjk2MHg2NDAuc2RyLmYyOTM1MC5kZWZhdWx0X2ltYWdlIn0&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=101&_nc_oc=Q6cZ2QEvIZ8fbEz9HSQjt4SYZL05q9RThKPR6LKyyvOQ8xgv0dUdinBU9y4VjOffh67BkWk&_nc_ohc=_STi5NrexgMQ7kNvwFI2eVI&_nc_gid=WKPtNgDqb0Oq_UIOqfN--w&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzQxODUyNTUwMzE0MDI2MTM2Ng%3D%3D.3-ccb7-5&oh=00_AfF1xYhXb5KvDzOG1-EuEmYxOxvrOB4o6QOc1VVyYo6Shg&oe=6807B853&_nc_sid=fc8dfb,"[0.824220776558, 0.412928164005, 3.66907072067, 844.798156738, 0.0837782993913, 6.94990062714, 903.96685791, 17.5151634216, 0.437234848738, 11.0972948074, 4939846.0, 0.960656762123, 0.0036374644842, 0.0247614681721, 0.00332065904513, 0.00112344429363, 0.00350905093364, 0.00312137883157, 0.0035995435901, 0.00141302566044, 0.00264847907238, 0.000460442621261, 0.000945071864408, 0.00030112193781, 0.000197206143639, 0.000198272347916, 0.000376758951461, 0.000313388707582, 0.000196877270355, 0.000126063008793, 9.99389740173e-05, 9.34993004194e-05, 9.98747636913e-05, 6.93417241564e-05, 0.00012555734429, 0.000151637897943, 6.43472012598e-05, 1.52816246555e-05, 3.74081059817e-06, -708.145385742, 137.819763184, 20.6136798859, 10.7081346512, -9.06492042542, -17.1572761536, -6.88033485413, -11.1817331314, -2.40977525711, 3.99659657478, -10.3732414246, 0.649887979031, -5.36878204346, -58.6688423157, 101.165054321, -101.109275818, 7.92053937912, -78.2507858276, -4.61886501312, -41.0071640015, 7.64407014847, -19.3306293488, 0.824097335339, -8.70461559296, -7.32827806473, 1.12518429756, 112.982261658, 1.04858481884, 4.66938591003, 0.499377280474, 15.9129858017, 1.59816801548, 0.7562494874]"
C9xCOzoSqqK,https://scontent-lax3-2.cdninstagram.com/v/t51.29350-15/452562575_476280332010171_5232575263743347944_n.heic?stp=dst-jpg_e35_p1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTgwMC5zZHIuZjI5MzUwLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2QGLcVUX-NF2L-0O0HRxP-o9lIFxjjUONbSp8f1cnk7_S-gzXt5I0asB9QhtLMnCztU&_nc_ohc=h3Jii1_Yr14Q7kNvwHOZ2y1&_nc_gid=8wDlffBixUec9T7g9CBmZw&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzQxODUyMzM5MjExMzU2MTc4OQ%3D%3D.3-ccb7-5&oh=00_AfG_ayHa11H0lWRdjNOua68_ICJ8OldrZ3NaYtNWLSlqDQ&oe=6807D7D4&_nc_sid=fc8dfb,"[0.695086956024, 0.438233226538, 4.17355823517, 1320.91320801, 0.102312900126, 7.22668027878, 1547.89819336, 20.36186409, 0.411674290895, 9.55071735382, 5410270.5, 0.914905846119, 0.00960389431566, 0.0528659932315, 0.00504702748731, 0.00334134045988, 0.00308021949604, 0.00115195428953, 0.000288075127173, 0.00164598145057, 0.000804511364549, 0.000564280606341, 0.000439316761913, 0.000317342986818, 0.000331206858391, 0.000189103797311, 0.000156867288752, 0.000163634947967, 0.000139543873956, 9.29748712224e-05, 0.000123573132441, 0.000120558492199, 0.000165752775501, 0.000303414824884, 0.000443526456365, 0.000122130906675, 0.000129281310365, 5.94199518673e-05, 1.55995257956e-05, -712.78302002, 110.546081543, 6.28983736038, 8.22188282013, -5.40259170532, 0.53925961256, -3.60843348503, 1.32996273041, 5.75516653061, 2.10593223572, 2.32866644859, 1.30817842484, 0.121338687837, -57.8031463623, 63.751750946, -101.750549316, 8.123960495, -59.1967887878, 8.67328643799, -28.9861221313, 9.95773124695, -15.5628595352, 5.79741477966, -14.7154102325, 1.80353617668, -5.09434127808, 165.70513916, 1.33332288265, 5.21414279938, 0.503052055836, 17.3489875793, 1.42941129208, 0.759201228619]"
C9mstYhyRxB,https://scontent-lax3-1.cdninstagram.com/v/t51.29350-15/451753668_1049231596795617_335995878977213141_n.heic?stp=dst-jpg_e35_p1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTgwMC5zZHIuZjI5MzUwLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=109&_nc_oc=Q6cZ2QF4mI2i8gyb3LsheBzPPcWMDXZ7Z3EnEfTJ8Mo8PBU8-MHmpbnQ34vx1IJNTK4eFxs&_nc_ohc=7J4ICfEvBCEQ7kNvwFY76YQ&_nc_gid=6oE023S82qsmeRVbm9trbA&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzQxNTYxMzk4ODE3MTAyNDA3OQ%3D%3D.3-ccb7-5&oh=00_AfH7f4WqBEHcUlpYfuoK28dfxyWr8zqi_yA1NxS0ptSzZA&oe=6807CE87&_nc_sid=fc8dfb,"[0.794647991657, 0.449299454689, 4.09389352798, 1002.89044189, 0.0971877202392, 7.38086700439, 1100.58093262, 25.6767902374, 0.469842642546, 17.0490531921, 5179516.5, 0.773702502251, 0.00148709083442, 0.01866081357, 0.00646251812577, 0.00143782573286, 0.00262699299492, 0.00213741161861, 0.00176257849671, 0.00183811539318, 0.00113925640471, 0.00141579576302, 0.00119227939285, 0.00138647807762, 0.000638559227809, 0.00119244703092, 0.000526879739482, 0.000212263897993, 0.000220542715397, 0.000143503595609, 0.000147069076775, 0.000143697659951, 0.000162270764122, 0.000137830051244, 0.000129145686515, 0.000204108422622, 0.000262543733697, 0.000107454652607, 5.60917760595e-05, -669.335998535, 143.392547607, 13.6524972916, 6.84676456451, 10.9854440689, 9.40971279144, 9.15727043152, 0.754165053368, 5.69954633713, 4.81459617615, 2.59047579765, 3.74128770828, 1.59156417847, -13.2555589676, 100.286003113, -90.5089263916, 11.8796319962, -44.1273727417, 22.6838531494, -29.3993015289, 11.0199298859, -19.0177097321, 9.00089359283, -9.85410690308, -0.83994603157, -5.2203207016, 109.946464539, 1.03230190277, 3.86169719696, 0.515419304371, 12.6848917007, 2.0979578495, 0.738070547581]"
C9d0Cjkyed0,https://scontent-lax3-1.cdninstagram.com/v/t51.29350-15/451348017_382979804800622_6897268569908563788_n.heic?stp=dst-jpg_e35_p1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTc5NS5zZHIuZjI5MzUwLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=102&_nc_oc=Q6cZ2QEi0BEKha4ZZ7LRNn9W8fpVV5vjj8g-wisNBV3Z-UXkbtI9rHK9o9JNEO-4Epy_bRg&_nc_ohc=06sKsM2jpEoQ7kNvwGf-ce_&_nc_gid=ThOOIFpwImKuM-OmMRdeZA&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzQxMzExMjk1MDQ2NTUwNzAzNg%3D%3D.3-ccb7-5&oh=00_AfHit4uWf5ydTDL9qZ5pf-rmN1dem-1kyaruUAOzGPeH1Q&oe=6807DFBA&_nc_sid=fc8dfb,"[0.600990355015, 0.422552257776, 7.89771795273, 1167.67321777, 0.0870959311724, 6.85141658783, 1900.25561523, 17.6274604797, 0.452926337719, 9.72029018402, 4805630.0, 0.785260915756, 0.000751725514419, 0.0186686404049, 0.00470901234075, 0.00213677529246, 0.00131630594842, 0.00166075176094, 0.00140430883039, 0.000658097211272, 0.00124263495672, 0.00109678553417, 0.000411583198002, 0.000461172428913, 0.000390025525121, 0.000236133942963, 0.000326187873725, 0.000435340130934, 0.000192429535673, 0.000235215455177, 0.000309301947709, 0.000171735257027, 0.000151942906086, 0.000108248503238, 0.000100395707705, 0.00010204895807, 6.21716608293e-05, 7.6858617831e-05, 5.30659490323e-05, -772.702636719, 121.150672913, 4.69439840317, 5.72769975662, -4.17968988419, -3.26385331154, -5.07142686844, -2.78950381279, -1.65781450272, 1.03673946857, -7.04136610031, -0.885887265205, 2.92428278923, -128.349197388, 83.1952896118, -102.990333557, -8.66900444031, -48.7458953857, -4.94547224045, -28.1878528595, 1.87242782116, -14.0097074509, 3.81162214279, -7.07909965515, 6.19950628281, -0.842974901199, 97.5358352661, 1.14518129826, 4.85659694672, 0.506379723549, 16.6303062439, 1.60120630264, 0.809838950634]"
C9cS7wmyWtX,https://scontent-lax3-2.cdninstagram.com/v/t51.29350-15/451095620_518575894071659_7782229173146730951_n.heic?stp=dst-jpg_e35_p1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTUxMi5zZHIuZjI5MzUwLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=111&_nc_oc=Q6cZ2QHJAa5-SSpVjNeLgptAVVkDWLHqTLhBYCvUnBuYJt9KIQRCZbcCx8oZguUThrnCYxc&_nc_ohc=PknXPyTmqQgQ7kNvwEL8_6p&_nc_gid=q2ZA4WRrl9sxHWGiKYqlYg&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzQxMjY4NTg3NTgzNzUzNTgxMw%3D%3D.3-ccb7-5&oh=00_AfGPHtEmkjYMZmr2GHZRHlEFJdcUgJgUnYbPd8PS6qHjKw&oe=6807BB8B&_nc_sid=fc8dfb,"[0.386191785336, 0.456007659435, 4.33571004868, 1727.2277832, 0.0771810486913, 7.40793371201, 2269.77099609, 18.9454956055, 0.504126727581, 12.8480119705, 5234241.0, 1.1218508482, 0.00194571155589, 0.00949668232352, 0.00142814731225, 0.00100536935497, 0.00142872240394, 0.000924289342947, 0.000731932756025, 0.000467284320621, 0.00135016499553, 0.000650865782518, 0.000891796255019, 0.000954138406087, 0.000847252435051, 0.000418954907218, 0.000376211275579, 0.00032107331208, 0.000293658813462, 0.000253241101746, 0.000260058266576, 0.000248743512202, 0.000211070117075, 0.000148796869325, 0.000167895763298, 0.000129284511786, 0.00010830014071, 7.1463175118e-05, 2.98996474157e-05, -719.282531738, 78.3913269043, -23.5298461914, -6.38983678818, -12.4295015335, -3.22941684723, -1.8388235569, -2.35458827019, -5.34999513626, -0.220598518848, -5.68256044388, -1.63444793224, -2.69276309013, -72.6981277466, 27.8314418793, -136.594390869, -2.48256826401, -64.2437133789, 6.81140613556, -33.8005218506, 5.03805875778, -24.4200077057, 4.05883312225, -12.1073074341, 3.28333973885, -5.71129608154, 149.066894531, 1.22961509228, 4.42305517197, 0.450836151838, 15.8126783371, 1.81516873837, 0.732250094414]"
C9bRxiMSGIA,https://scontent-lax3-2.cdninstagram.com/v/t51.29350-15/451216724_491403860040087_5504221439736009533_n.heic?stp=dst-jpg_e35_p1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTc5NS5zZHIuZjI5MzUwLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=103&_nc_oc=Q6cZ2QHaKa55x_bi6qlrdCqootAUZo-l8kMwq4H4e8RLAPs874LQ8sD8LgQu4dGUgqomql0&_nc_ohc=jec30PdW42YQ7kNvwHTA_Eh&_nc_gid=lX1C7z5EP-1hbod8dRCuvA&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzQxMjM5OTMwNTIyNjE0NDkzNA%3D%3D.3-ccb7-5&oh=00_AfGUpempYkMgIV7qd8lhf6qvacsHkMzdiDtX4GL0cZB2og&oe=6807DCA6&_nc_sid=fc8dfb,"[0.959544718266, 0.464863359928, 3.05853509903, 955.90020752, 0.0970570370555, 7.51568222046, 1133.01538086, 24.1660442352, 0.571566879749, 23.0506324768, 4240787.0, 0.690115630627, 0.000334851356456, 0.011349985376, 0.00547478254884, 0.00315135670826, 0.00436470098794, 0.00692018028349, 0.0026440336369, 0.0017261756584, 0.00154684111476, 0.00195941398852, 0.000731066276785, 0.00124887190759, 0.00110016786493, 0.000636985816527, 0.000786481134128, 0.000440947740572, 0.000425725651439, 0.000226508680498, 0.000167382982909, 8.99359729374e-05, 7.6197560702e-05, 7.56239314796e-05, 7.07975050318e-05, 9.74601280177e-05, 0.000135165275424, 3.82720791094e-05, 1.28652209241e-05, -627.96862793, 146.462921143, -6.93788099289, 7.06830739975, 7.70710515976, 3.17262530327, -2.84274053574, 0.558585643768, -3.86680269241, -2.67240214348, -1.03883230686, -0.835034430027, 0.786053597927, 17.2481803894, 104.198410034, -112.591552734, 8.12357902527, -47.875629425, 10.948589325, -39.4559059143, 4.86491966248, -20.8931255341, 3.29839968681, -9.6916103363, 4.80868577957, -6.37992429733, 95.9555587769, 1.15964472294, 2.92183279991, 0.526327729225, 13.8815736771, 1.97234618664, 0.89202195406]"
C9M5qqtSHyC,https://scontent-lax3-1.cdninstagram.com/v/t51.29350-15/450463644_1921329801714040_4484867099217856457_n.heic?stp=dst-jpg_e35_p1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTc5NS5zZHIuZjI5MzUwLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QGe7awWFThM0ZsOklGyOFMEOw-7Q2lxiBVHIkPDjtz0_9e76SZT4qJS7IcvBsmXAAc&_nc_ohc=sN9XWhDg42oQ7kNvwGk9VTn&_nc_gid=ItN52HjOPop7jBMVXvg3aA&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzQwODM1MjYyMzQyMTE3Njk4Nw%3D%3D.3-ccb7-5&oh=00_AfECSKz2de4e0ktdX0WgkZWCB9t6t7t6jABr3iEmjfme0g&oe=6807EAAA&_nc_sid=fc8dfb,"[0.870155572891, 0.439031302929, 4.70140981674, 1558.13891602, 0.0761071369052, 7.469851017, 2105.26049805, 18.6655368805, 0.462753683329, 10.4672927856, 6525962.5, 0.680281162262, 0.00448802486062, 0.0131099484861, 0.00284809316508, 0.00103336339816, 0.00164303893689, 0.00144606037065, 0.000786606629845, 0.000951393914875, 0.000747273035813, 0.000966128252912, 0.000425765989348, 0.000377268152079, 0.000201618080609, 0.000231192534557, 0.00020935437351, 0.000264284113655, 0.000395800831029, 0.000290549331112, 0.000296293117572, 0.0002768796694, 0.000281116197584, 0.00017318391474, 0.000131221415359, 0.000143906785524, 0.00022159863147, 7.36623987905e-05, 5.64545916859e-06, -731.197998047, 95.6555328369, 15.8600301743, 12.068977356, -16.5625228882, -7.87122631073, 7.64376592636, -3.29751634598, 8.1980714798, 1.16159915924, -3.80804729462, -1.3433457613, -3.02993798256, -79.196144104, 50.924785614, -97.8488082886, 13.6647434235, -74.1368179321, 7.63454055786, -27.6035747528, 18.3836555481, -29.2216720581, 11.3226051331, -15.6044902802, 3.69977283478, 2.35062360764, 131.076980591, 1.28910446167, 4.3256444931, 0.599005460739, 16.5886535645, 1.64596235752, 0.839824795723]"
C9KZe5ZSWRf,https://scontent-lax3-2.cdninstagram.com/v/t51.29350-15/449848084_3593494174244598_5271950572722066087_n.jpg?se=-1&stp=dst-jpegr_e35_p1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTc2MC5oZHIuZjI5MzUwLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-2.cdninstagram.com&_nc_cat=106&_nc_oc=Q6cZ2QHKtIBUjpsIKG1NlL6YNyi2hckqTi91GuAReoG5M_mHTLsnK1Acq6WNE_2stjOMRc4&_nc_ohc=XDsCdTawKHUQ7kNvwExKsu5&_nc_gid=WZ_Y447r7kQNJZ414R6Gbw&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzQwNzY0ODEyOTIwNDg4MjYyNw%3D%3D.3-ccb7-5&oh=00_AfGeXaXwU4m1y3XZCXwDjB99NfpPMCH1u912UQtMSj1ebw&oe=6807CBCC&_nc_sid=fc8dfb,"[0.876356124878, 0.462717175484, 4.60660886765, 1187.4901123, 0.0617372989655, 7.48122644424, 1198.92358398, 21.8429031372, 0.530795574188, 20.263053894, 4175622.75, 0.767123639584, 7.4442155892e-05, 0.00739488331601, 0.00462325941771, 0.00193472788669, 0.00381606537849, 0.00235653924756, 0.00237064971589, 0.00168449734338, 0.00192587974016, 0.000901676248759, 0.000385549647035, 0.000551475444809, 0.000856819853652, 0.0006141596823, 0.000605663110036, 0.000524943054188, 0.000370011955965, 0.000405291793868, 0.00021376699442, 0.000197761706659, 0.000195346059627, 0.000226055213716, 0.000131492386572, 8.49315474625e-05, 0.000102481237263, 3.6248446122e-05, 1.4066433323e-05, -651.499206543, 136.89654541, -8.53692340851, 25.3029308319, 4.74876403809, 7.69022989273, -5.29016160965, 1.67580354214, 0.0552294962108, -0.154385313392, 3.78049349785, -1.38981437683, -3.9821999073, -16.0273475647, 112.28427887, -123.683448792, 32.0347480774, -51.3366279602, 7.64902639389, -35.9072647095, 1.83597934246, -17.4194526672, -1.64983451366, -15.8121623993, -6.13897848129, -11.7004146576, 119.969245911, 0.944257378578, 2.45187878609, 0.536628067493, 16.7503128052, 1.64105641842, 0.782864034176]"
C9J3X4vSbQV,https://scontent-lax3-1.cdninstagram.com/v/t51.29350-15/450277735_903527148249232_9114264268951595024_n.heic?stp=dst-jpg_e35_p1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTc5NS5zZHIuZjI5MzUwLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=104&_nc_oc=Q6cZ2QE8U0ZCkKSG-hO7vLXdsC5qxCrLDYhGmb4b6AXuBfNmYbtCjI9TgAZHIsm71TBXGJc&_nc_ohc=DfmGlMG-WcsQ7kNvwHsEzVk&_nc_gid=KQ7FfYwBFO2nYgSJ3Ra8OA&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzQwNzQ5ODEwOTQzNjY0Njc1NQ%3D%3D.3-ccb7-5&oh=00_AfHplVCK0WWzFE2-xuauBcWctbXxEcNvTIOVXECTyZ42iQ&oe=6807EB39&_nc_sid=fc8dfb,"[0.911067783833, 0.458907961845, 3.18396830559, 1432.35632324, 0.114716872573, 7.68355607986, 1760.23217773, 35.485118866, 0.450489103794, 18.3375205994, 6703388.0, 0.888539969921, 0.000500264053699, 0.0244371797889, 0.00907538644969, 0.00243200897239, 0.00290277693421, 0.00194665882736, 0.0017027175054, 0.000519194931258, 0.00181986985262, 0.00111233105417, 0.00087290169904, 0.000745206198189, 0.000534421764314, 0.000635246746242, 0.00029837503098, 0.000339687598171, 0.000260824483121, 0.000298919650959, 0.000384079001378, 0.000389440800063, 0.000434326037066, 0.000249768461799, 0.000270886142971, 0.000561902299523, 0.00053454504814, 0.00017999848933, 2.17712167796e-05, -636.08782959, 101.57509613, 19.0839748383, 11.7490854263, 7.26458406448, 0.309431165457, 15.297205925, -0.128907769918, 4.73596906662, 4.64154815674, -1.67077326775, 2.52126765251, -2.62094855309, 13.5034332275, 61.860042572, -93.6153945923, 24.1851100922, -56.7339248657, 23.1014728546, -33.1839904785, 18.6738586426, -27.4397830963, 7.12548875809, -9.90864086151, -2.36204195023, -4.03474378586, 119.994300842, 1.21879899502, 4.99625015259, 0.494972348213, 13.8962907791, 1.88967776299, 0.662434875965]"
C9FUVjvSmLo,https://scontent-lax3-1.cdninstagram.com/v/t51.29350-15/449866084_769616135252026_1722188479590027542_n.heic?stp=dst-jpg_e35_p1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTc5NS5zZHIuZjI5MzUwLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=110&_nc_oc=Q6cZ2QG3l0UsIpfAVyk2yRmsDpprZNBZBW-pUpeqvhLRfSejqc8nFhy9JBQNFftfMFFTzqs&_nc_ohc=ckcs6jDA8u0Q7kNvwEbFXRU&_nc_gid=3wwZNdpTKLPeNafAsozDYg&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzQwNjIxODExODg3OTA0NzE3Nw%3D%3D.3-ccb7-5&oh=00_AfHjrmbte_Ejupypz20gdgPQjdQbck-IivPHc_K_B1wypg&oe=6807D244&_nc_sid=fc8dfb,"[0.811446785927, 0.452027410269, 2.74385452271, 1557.32775879, 0.0941924080253, 7.75512599945, 2485.67724609, 41.6556625366, 0.50625193119, 18.0760555267, 7413224.0, 1.12437987328, 0.00123520626221, 0.0155936554074, 0.00157344562467, 0.00055564037757, 0.00226077460684, 0.00278485729359, 0.00201134104282, 0.00120319647249, 0.00159723241813, 0.00243623321876, 0.000916814256925, 0.000602300511673, 0.000491106125992, 0.000502802082337, 0.000847101735417, 0.000405349885114, 0.000333644449711, 0.000237825646764, 0.00036048097536, 0.00034742403659, 0.000345810432918, 0.00022936645837, 0.000256543164141, 0.000625230080914, 0.000970560649876, 0.000254427170148, 4.10254797316e-05, -633.598083496, 91.5894165039, 8.4618806839, -3.06766438484, -0.719423890114, -13.4677944183, 3.84595370293, -12.385720253, 3.95517230034, -0.369318723679, -5.58734893799, -4.0763168335, -1.12158715725, 20.1536979675, 41.0537719727, -105.319168091, 2.18701457977, -68.8243865967, 10.5462932587, -44.3762245178, 15.9038877487, -30.1788673401, 10.0205764771, -13.0300302505, 0.268536150455, 2.06072998047, 139.941864014, 1.19835639, 3.86162686348, 0.52642261982, 17.8004627228, 1.57450473309, 0.694047391415]"
C8_OzffSsiK,https://scontent-lax3-1.cdninstagram.com/v/t51.29350-15/449724084_1500704327195528_4461977141651988626_n.heic?stp=dst-jpg_e35_p1080x1080_tt6&efg=eyJ2ZW5jb2RlX3RhZyI6IkNBUk9VU0VMX0lURU0uaW1hZ2VfdXJsZ2VuLjE0NDB4MTgwMC5zZHIuZjI5MzUwLmRlZmF1bHRfaW1hZ2UifQ&_nc_ht=scontent-lax3-1.cdninstagram.com&_nc_cat=108&_nc_oc=Q6cZ2QHWeDpVjtXa1mtXge9slx0ooIf3e2O8HUH_rsOaNwZfZnk_57BIERKdhto6znCiyzs&_nc_ohc=H5-5gRDJdscQ7kNvwF_-Mit&_nc_gid=h-iiIqrqHH49lyaFxPeykg&edm=ALQROFkBAAAA&ccb=7-5&ig_cache_key=MzQwNDUwNDk0MzYxNTk0OTY3OA%3D%3D.3-ccb7-5&oh=00_AfHi0SG3Kkfb41WkbirE5JYhOe-BgB4k8b7dP8I5UEQcRQ&oe=6807D892&_nc_sid=fc8dfb,"[0.932448029518, 0.454206466675, 2.66537427902, 1515.9744873, 0.0977347865701, 7.52141809464, 1849.10400391, 28.2470779419, 0.474189788103, 17.2623710632, 6144111.5, 0.976383268833, 0.00104390305933, 0.0171718858182, 0.00543611729518, 0.00190007372294, 0.00386363454163, 0.00156244123355, 0.00137404794805, 0.000915611686651, 0.000649931491353, 0.00168236100581, 0.00079647579696, 0.000928691821173, 0.000707204802893, 0.000780258909799, 0.000718814902939, 0.000389669643482, 0.000268900796073, 0.00029054377228, 0.000448027160019, 0.000338594283676, 0.000211180595215, 0.000179070964805, 0.000214911357034, 0.000321155792335, 0.000329522590619, 9.32754337555e-05, 9.25697895582e-06, -663.102294922, 98.5881729126, 4.545586586, 5.97941732407, 8.37341594696, 4.78547286987, 12.9045829773, -2.91878914833, 0.264807850122, 4.70123052597, -3.17268538475, -2.6149790287, 1.63655781746, -19.2881717682, 61.993522644, -108.20526886, 21.1751022339, -55.0434951782, 24.8919467926, -37.192691803, 12.6088657379, -29.2361793518, 7.42431116104, -9.77195549011, -3.1572291851, -3.75472998619, 161.694717407, 1.18171048164, 4.30378198624, 0.520190536976, 14.6843357086, 1.84774208069, 0.674951612949]"
